url,image_url,name,price
https://www.glassesshop.com/eyeglasses/fp2677,"https://res.glassesshop.com/products/202301/63d76daf7cb1e.jpg?im=Resize,width=600,height=300",Equality - Black,$19.95
https://www.glassesshop.com/eyeglasses/fm1790,"https://res.glassesshop.com/products/202207/62cbdd2bb08d1.jpg?im=Resize,width=600,height=300",Virgo - Golden,$29.95
https://www.glassesshop.com/eyeglasses/fz2102,"https://res.glassesshop.com/products/202307/64a2937829433.jpg?im=Resize,width=600,height=300",Kent - Blue,$34.95
https://www.glassesshop.com/eyeglasses/fp2331,"https://res.glassesshop.com/products/202106/60c802a5660a6.jpg?im=Resize,width=600,height=300",Tower - Black,$7.00
https://www.glassesshop.com/eyeglasses/fp2214,"https://res.glassesshop.com/products/202101/5ff2c6c4b5fbb.jpg?im=Resize,width=600,height=300",Windsor - Champagne,$19.95
https://www.glassesshop.com/eyeglasses/fp1641,"https://res.glassesshop.com/products/201805/5afe7e758cfc5.jpg?im=Resize,width=600,height=300",Mason - Black,$19.95
https://www.glassesshop.com/eyeglasses/ft0242,"https://res.glassesshop.com/products/201810/5bbc4f036842a.jpg?im=Resize,width=600,height=300",Robben - Golden,$34.95
https://www.glassesshop.com/eyeglasses/fp2726,"https://res.glassesshop.com/products/202304/6434bfa40143e.jpg?im=Resize,width=600,height=300",Ernest - Black,$26.95
https://www.glassesshop.com/sunglasses/sup0759,"https://res.glassesshop.com/products/202001/5e0eb47d12e4c.jpg?im=Resize,width=600,height=300",Christian - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp2195,"https://res.glassesshop.com/products/202011/5fc45793d9906.jpg?im=Resize,width=600,height=300",Owensboro - Crystal,$12.95
https://www.glassesshop.com/eyeglasses/fp2190,"https://res.glassesshop.com/products/202012/5fdb212b56675.jpg?im=Resize,width=600,height=300",Naperville - Black,$12.95
https://www.glassesshop.com/eyeglasses/fz1279,"https://res.glassesshop.com/products/201810/5bbc50f665fff.jpg?im=Resize,width=600,height=300",Ezekiel - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1168,"https://res.glassesshop.com/products/201702/58ae78f252584.jpg?im=Resize,width=600,height=300",Coolidge - Black,$5.95
https://www.glassesshop.com/eyeglasses/grm0003,"https://res.glassesshop.com/products/202305/645331ca608ff.jpg?im=Resize,width=600,height=300",Cathy - Rose Gold,$34.95
https://www.glassesshop.com/eyeglasses/fp1543,"https://res.glassesshop.com/products/201801/5a65815f91df3.jpg?im=Resize,width=600,height=300",Adam - Black,$26.95
https://www.glassesshop.com/eyeglasses/rm0310,"https://res.glassesshop.com/products/202204/624ff5f880c56.jpg?im=Resize,width=600,height=300",AnnArbor - Golden,$29.95
https://www.glassesshop.com/eyeglasses/fz2096,"https://res.glassesshop.com/products/202307/64a2935b73a62.jpg?im=Resize,width=600,height=300",Aurek - Brown,$34.95
https://www.glassesshop.com/sunglasses/sup1441,"https://res.glassesshop.com/products/202302/63fc595c74d02.jpg?im=Resize,width=600,height=300",Betty - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp2669,"https://res.glassesshop.com/products/202301/63d76e6b972d7.jpg?im=Resize,width=600,height=300",Uriah - Light Pink,$19.95
https://www.glassesshop.com/eyeglasses/fp2485,"https://res.glassesshop.com/products/202201/61dbe5ac8ef17.jpg?im=Resize,width=600,height=300",Anna - Pink,$26.95
https://www.glassesshop.com/eyeglasses/fp1593,"https://res.glassesshop.com/products/201805/5afb961147318.jpg?im=Resize,width=600,height=300",Jerry - Gray,$26.95
https://www.glassesshop.com/eyeglasses/fp1658,"https://res.glassesshop.com/products/201806/5b10dfd765cde.jpg?im=Resize,width=600,height=300",Rainbow - Multicolor,$19.95
https://www.glassesshop.com/eyeglasses/fz1382,"https://res.glassesshop.com/products/201908/5d4d19dba44c0.jpg?im=Resize,width=600,height=300",Lindsay - Petal Tortoise,$29.95
https://www.glassesshop.com/sunglasses/sup0568,"https://res.glassesshop.com/products/201811/5be91fb066b41.jpg?im=Resize,width=600,height=300",Gaskell - Black,$29.95
https://www.glassesshop.com/eyeglasses/sm0946,"https://res.glassesshop.com/products/202208/62f9e7974ad2d.jpg?im=Resize,width=600,height=300",Fernando - Black,$19.95
https://www.glassesshop.com/sunglasses/sup0711,"https://res.glassesshop.com/products/201907/5d268bd89da12.jpg?im=Resize,width=600,height=300",Marlowe - Rose Gold(Rose Gold mirror-coating),$19.95
https://www.glassesshop.com/eyeglasses/fp1919,"https://res.glassesshop.com/products/202111/61a093b9c6401.jpg?im=Resize,width=600,height=300",Bloor - Floral,$12.95
https://www.glassesshop.com/eyeglasses/fp2707,"https://res.glassesshop.com/products/202304/6434bf283ad69.jpg?im=Resize,width=600,height=300",Ingersoll - Crystal,$19.95
https://www.glassesshop.com/eyeglasses/rm0247,"https://res.glassesshop.com/products/201703/58c7556ccda85.jpg?im=Resize,width=600,height=300",Terre - Golden,$32.95
https://www.glassesshop.com/eyeglasses/fp1231,"https://res.glassesshop.com/products/201611/58252d0bc56b8.jpg?im=Resize,width=600,height=300",Trenton - Black,$9.95
https://www.glassesshop.com/eyeglasses/fp1948,"https://res.glassesshop.com/products/202005/5ec4810dc05c2.jpg?im=Resize,width=600,height=300",Eleanor - Brown,$12.95
https://www.glassesshop.com/eyeglasses/fp1947,"https://res.glassesshop.com/products/201909/5d8d7514a11ba.jpg?im=Resize,width=600,height=300",Dinas - Black,$12.95
https://www.glassesshop.com/eyeglasses/fp1945,"https://res.glassesshop.com/products/201910/5daeb701ef20c.jpg?im=Resize,width=600,height=300",Acacia - Floral,$19.95
https://www.glassesshop.com/eyeglasses/fm1503,"https://res.glassesshop.com/products/202010/5f9237cbea23a.jpg?im=Resize,width=600,height=300",Antony - Black,$26.95
https://www.glassesshop.com/eyeglasses/fp1742,"https://res.glassesshop.com/products/201807/5b4c4e365c7ab.jpg?im=Resize,width=600,height=300",Otis - Black,$19.95
